"StationName" "Latitude" "Longitude" "Elevation" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec"
"7910" "USC00487548" 44.9086 -105.7364 1143 37 30 89 175 285 252 181 102 115 106 51 34
"7911" "USC00487555" 43.245 -104.2881 1185.7 25 36 89 184 248 236 181 136 143 107 61 29
"7912" "USC00487760" 43.0308 -108.3742 1510.3 28 33 56 98 145 121 78 50 83 85 41 24
"7913" "USC00487810" 43.6056 -104.9042 1370.4 26 38 84 170 229 205 196 96 101 108 55 31
"7914" "USC00487847" 41.5778 -109.2394 1911.1 44 46 67 91 142 86 73 96 108 109 52 52
"7915" "USC00487885" 44.9917 -105.0472 1191.8 49 60 96 159 273 300 190 126 131 158 55 48
"7916" "USC00487955" 41.8667 -111 1892.8 30 54 58 92 145 115 76 78 95 99 60 41
"7917" "USC00487990" 41.4528 -106.8053 2069.6 37 47 79 103 147 108 98 98 97 96 63 44
"7918" "USC00488070" 42.1569 -106.9153 2084.2 49 75 120 173 210 155 97 72 127 117 120 83
"7919" "USC00488124" 44.5478 -107.7633 1306.1 56 52 54 95 195 146 82 53 117 95 60 54
"7920" "USC00488160" 44.8406 -106.8383 1143 36 36 79 125 251 249 117 67 146 128 54 37
"7921" "USC00488192" 42.3667 -106.105 2150.4 42 52 68 110 170 142 139 92 100 85 45 37
"7922" "USC00488209" 43.2372 -108.1097 1474.3 23 19 28 90 164 122 72 49 90 51 32 13
"7923" "USC00488315" 44.1333 -110.6658 2097.6 353 271 256 233 261 236 162 150 167 204 310 396
"7924" "USC00488385" 42.4667 -108.8 2389.6 92 62 74 134 192 133 86 95 113 98 96 89
"7925" "USC00488626" 44.5772 -106.8969 1549.3 125 134 245 337 446 310 192 115 237 303 138 144
"7926" "USC00488705" 44.4125 -104.3606 1417.3 66 77 107 225 316 285 218 168 131 164 100 63
"7927" "USC00488758" 44.0761 -108.9547 1901.3 34 41 78 139 253 211 153 108 143 108 53 43
"7928" "USC00488808" 41.7644 -105.375 1855 49 61 111 203 246 217 161 142 122 125 95 63
"7929" "USC00488852" 44.0647 -107.3819 1467.6 48 50 91 129 222 198 101 55 150 122 79 68
"7930" "USC00488858" 43.8111 -107.365 1426.5 62 51 117 147 209 174 104 67 135 131 80 80
"7931" "USC00488875" 43.6483 -108.2036 1314.6 35 45 87 146 186 151 88 58 123 126 80 46
"7932" "USC00488884" 43.7536 -108.1436 1304.8 37 59 105 188 195 150 85 62 138 129 83 38
"7933" "USC00488888" 43.7125 -108.6964 1735.8 34 38 78 133 226 171 150 97 132 101 56 29
"7934" "USC00488995" 42.0803 -104.2236 1249.1 25 50 79 163 267 221 171 124 137 106 58 37
"7935" "USC00488997" 42.4881 -104.1564 1481.3 20 23 76 156 268 253 215 163 138 111 38 32
"7936" "USC00489025" 44.9167 -110.4203 1909.9 106 76 95 129 197 201 164 136 130 147 121 140
"7937" "USC00489205" 44.0928 -104.6114 1316.7 38 42 78 163 257 232 198 129 118 139 63 42
"7938" "USC00489207" 43.9269 -104.7456 1456.9 26 43 93 163 231 211 180 116 101 127 59 41
"7939" "USC00489208" 44.1619 -104.3542 1594.1 61 79 106 194 301 324 231 164 139 185 98 75
"7940" "USC00489459" 41.6667 -107.9667 2054.4 47 37 46 76 112 87 93 73 98 74 44 31
"7941" "USC00489467" 44.4736 -109.4256 1719.1 36 41 59 109 145 141 98 106 91 85 52 50
"7942" "USC00489580" 44.6406 -105.3053 1074.4 28 30 57 132 261 243 161 81 118 136 46 34
"7943" "USC00489604" 42.2494 -104.6281 1308.8 31 32 65 178 238 187 185 135 137 114 47 31
"7944" "USC00489615" 42.1106 -104.9492 1413.7 18 31 73 147 243 210 183 133 133 114 47 37
"7945" "USC00489770" 44.0108 -107.9686 1237.5 26 22 46 82 146 117 77 39 92 72 40 23
"7946" "USC00489805" 43.7472 -105.7331 1530.1 35 52 96 154 247 184 156 81 119 127 66 46
"7947" "USC00489905" 44.9767 -110.6964 1898.9 73 64 95 130 206 195 146 106 114 128 103 81
"7948" "USC00500243" 60.9583 -149.1108 82.9 823 610 545 550 335 232 260 477 780 774 756 927
"7949" "USC00500275" 61.1561 -149.9847 39.9 75 73 61 47 76 96 183 325 298 204 117 112
"7950" "USC00500279" 61.1167 -149.7333 304.8 100 107 94 54 89 111 236 273 299 206 132 145
"7951" "USC00500281" 61.1025 -149.7169 406.9 181 141 138 101 86 126 212 286 462 251 181 218
"7952" "USC00500302" 61.6244 -149.3397 139.6 93 82 64 40 104 163 269 340 293 185 136 126
"7953" "USC00500363" 58.3183 -134.1003 28 1180 800 748 454 543 447 593 989 1809 1848 1225 1051
"7954" "USC00500464" 58.3814 -134.645 13.4 521 373 337 283 375 387 528 647 960 845 570 532
"7955" "USC00500490" 64.8553 -147.7217 135 57 41 25 32 78 167 252 213 135 87 68 63
"7956" "USC00500657" 55.38 -131.4683 10.7 1826 1216 1335 955 757 600 574 1047 1608 2267 2050 1871
"7957" "USC00500707" 61.5633 -149.1542 38.7 96 92 40 23 46 104 192 224 221 162 98 83
"7958" "USC00500788" 60.8142 -152.297 18.3 500 406 305 217 330 301 404 507 734 647 504 643
"7959" "USC00500832" 56.1172 -132.9017 4 573 452 505 394 441 370 489 556 930 1060 759 800
"7960" "USC00501175" 61.5836 -149.0056 75 120 132 79 62 64 107 194 268 217 173 121 239
"7961" "USC00501180" 61.5378 -149.0561 26.8 106 100 98 28 98 140 223 377 288 214 143 122
"7962" "USC00501220" 61.1639 -149.7778 78.6 101 79 89 29 72 114 216 289 292 183 119 162
"7963" "USC00501240" 61.0183 -147.5147 25.9 1068 930 683 619 622 600 779 1395 1634 1418 978 1365
"7964" "USC00501243" 63.3953 -148.895 649.8 89 73 45 47 81 182 281 316 250 123 78 88
"7965" "USC00501244" 63.3725 -148.8442 689.5 78 44 84 71 77 187 253 324 177 93 115 74
"7966" "USC00501466" 65.5667 -144.7653 280.4 53 34 27 32 74 184 257 176 130 87 71 90
"7967" "USC00501492" 67.5111 -148.4925 577.6 43 25 34 20 58 120 132 153 99 57 35 57
"7968" "USC00501497" 68.0781 -149.5647 990.6 71 76 38 55 84 185 207 215 141 101 84 77
"7969" "USC00501684" 64.0917 -141.9211 548.6 43 34 28 24 115 204 274 188 138 67 69 57
"7970" "USC00501926" 62.8256 -149.9061 412.7 223 207 143 138 103 165 392 583 582 324 244 291
"7971" "USC00501987" 65.4861 -144.6364 262.1 55 41 25 34 63 206 188 190 117 92 64 66
"7972" "USC00502107" 64.8603 -147.8483 182 58 49 27 31 64 176 234 208 131 91 77 68
"7973" "USC00502112" 64.925 -147.8803 298.1 67 46 31 28 80 223 257 223 142 88 77 73
"7974" "USC00502126" 70.4322 -150.4094 1.5 19 21 8 15 21 24 117 116 53 50 25 25
"7975" "USC00502173" 60.5561 -145.7531 7.6 1248 1161 928 856 810 652 757 1353 2162 2000 1240 1669
"7976" "USC00502227" 55.4772 -133.1408 13.1 1015 787 991 708 546 383 451 662 1024 1385 1222 986
"7977" "USC00502339" 64.1172 -145.7511 322.8 47 36 23 27 103 209 279 213 140 81 62 62
"7978" "USC00502350" 64.0839 -145.6136 323.1 45 44 17 21 111 201 272 209 140 68 54 46
"7979" "USC00502352" 63.9647 -145.105 342.9 36 23 12 23 118 207 208 208 120 72 65 20
"7980" "USC00502457" 59.05 -158.5167 26.2 174 112 166 88 125 204 264 384 362 240 234 179
"7981" "USC00502568" 63.6772 -144.6011 411.5 52 41 45 48 165 296 292 228 207 97 81 119
"7982" "USC00502587" 53.895 -166.5433 3 748 654 547 347 375 235 224 282 562 706 698 785
"7983" "USC00502645" 61.3192 -149.5436 172.8 106 102 77 58 86 114 213 311 272 188 114 167
"7984" "USC00502656" 61.2967 -149.44 151.8 82 72 60 46 76 116 220 270 221 195 147 145
"7985" "USC00502707" 64.6667 -147.1 166.7 36 30 26 27 73 185 244 235 138 75 47 49
"7986" "USC00502737" 61.4494 -149.3231 195.1 73 80 92 50 86 129 204 316 270 146 111 150
"7987" "USC00502785" 58.1919 -136.3436 6.1 1058 788 799 544 451 328 453 725 1240 1547 1185 1132
"7988" "USC00502868" 64.8758 -148.0439 663.5 71 49 35 75 87 198 280 234 146 111 77 74
"7989" "USC00502871" 64.9111 -147.9242 192 65 47 27 35 73 227 272 203 140 89 76 70
"7990" "USC00502965" 64.8172 -147.8739 130.1 58 38 18 31 61 138 204 191 114 84 68 65
"7991" "USC00502970" 64.8342 -147.7911 134.1 55 42 26 31 80 191 242 210 129 86 68 71
"7992" "USC00503009" 62.5422 -153.6206 323.1 79 53 35 77 104 166 260 286 251 223 133 68
"7993" "USC00503160" 65.0033 -147.3408 494.1 64 51 35 41 102 208 292 265 189 132 109 77
"7994" "USC00503163" 61.2272 -149.6503 143.3 60 72 71 33 64 100 202 237 245 175 111 134
"7995" "USC00503181" 64.9592 -147.6261 236.2 57 44 29 37 85 211 264 192 143 97 77 64
"7996" "USC00503196" 60.4822 -150.8056 83.8 155 134 104 75 96 105 199 314 366 225 160 192
"7997" "USC00503212" 64.7408 -156.8756 46.3 66 66 57 31 40 143 197 223 142 106 77 89
"7998" "USC00503275" 64.9767 -147.5211 288 61 41 31 34 101 204 264 235 152 96 76 67
"7999" "USC00503294" 58.4561 -135.8692 13.7 710 654 444 338 449 302 478 647 1084 1155 816 784
"8000" "USC00503299" 61.1 -149.6936 688.8 185 177 169 130 103 118 229 355 390 295 237 263
"8001" "USC00503304" 62.1086 -145.5328 421.5 75 112 47 26 87 175 206 206 175 99 86 112
"8002" "USC00503502" 59.2381 -135.4494 21.3 766 660 492 305 196 198 191 343 710 970 863 950
"8003" "USC00503504" 59.4503 -136.3614 249.9 477 429 403 219 176 128 123 267 493 759 539 640
"8004" "USC00503573" 61.9872 -152.0758 304.8 486 312 192 137 123 155 246 357 442 327 292 443
"8005" "USC00503585" 63.8717 -149.0169 448.1 49 47 38 56 87 224 331 252 159 108 76 90
"8006" "USC00503605" 57.2178 -134.877 6.7 1388 949 1324 829 519 390 469 632 1209 1838 1927 1700
"8007" "USC00503650" 55.4822 -132.65 12.2 995 862 931 702 517 354 488 613 1198 1461 1365 1144
"8008" "USC00503672" 59.7444 -151.5514 329.2 231 167 140 131 139 144 237 331 453 363 311 284
"8009" "USC00503682" 59.7161 -151.3256 156.1 213 138 125 79 71 79 156 247 326 241 243 293
"8010" "USC00503695" 58.1072 -135.4278 39.6 721 485 517 282 318 265 408 419 758 927 910 721
"8011" "USC00503720" 60.8983 -149.6286 54.9 142 185 111 75 67 93 196 278 299 239 149 198
"8012" "USC00503821" 55.9153 -130.0269 24.4 1425 562 747 476 366 356 426 591 1068 1208 1134 895
"8013" "USC00503933" 59.555 -154.4983 36.6 315 244 239 194 192 166 221 389 439 385 372 380
"8014" "USC00504094" 58.2989 -134.4111 15.2 798 671 629 464 496 442 544 816 1272 1323 844 923
"8015" "USC00504103" 58.4003 -134.5694 32.3 719 502 415 470 458 438 559 775 1231 1303 788 766
"8016" "USC00504107" 58.3869 -134.7658 10.7 570 433 377 248 361 344 488 515 843 792 586 620
"8017" "USC00504109" 58.4058 -134.7467 74.7 734 512 504 322 376 360 450 556 831 887 667 650
"8018" "USC00504550" 60.6692 -151.3228 38.4 127 130 96 78 86 106 169 273 385 337 159 185
"8019" "USC00504621" 64.9156 -148.2711 487.7 76 49 35 55 119 262 292 240 176 110 90 79
"8020" "USC00504812" 58.1914 -152.3722 18.3 742 534 489 540 493 473 386 469 655 692 610 744
"8021" "USC00504971" 64.1942 -149.4314 243.8 66 46 40 35 94 186 286 284 199 101 90 79
"8022" "USC00504991" 57.8047 -152.3561 16.5 734 515 447 460 540 436 471 426 646 705 619 806
"8023" "USC00505136" 70.3167 -149.5833 19.5 12 9 8 16 7 32 89 104 44 30 15 14
"8024" "USC00505397" 62.4528 -146.6789 723.9 43 38 33 17 98 232 243 152 184 100 52 73
"8025" "USC00505464" 61.6294 -149.0297 221.9 101 103 89 55 87 137 223 320 294 193 136 151
"8026" "USC00505519" 56.3936 -134.6625 4.3 2724 1816 2006 1483 1204 808 790 1487 2437 3311 2774 2819
"8027" "USC00505604" 60.5181 -148.093 17.4 1968 1555 1495 1514 1177 887 1058 1719 2222 2447 2095 2339
"8028" "USC00505644" 64.9989 -150.638 82.9 92 92 94 56 67 177 261 263 163 110 88 106
"8029" "USC00505733" 61.5664 -149.2542 52.4 72 75 49 30 76 121 212 255 240 135 96 101
"8030" "USC00505757" 61.4181 -142.9961 381 104 102 45 25 90 171 244 266 287 217 128 153
"8031" "USC00505778" 63.7175 -148.9692 630.9 63 54 39 40 87 215 322 271 170 78 75 92
"8032" "USC00505873" 65.1906 -147.2542 228.6 58 48 31 31 233 225 264 261 146 96 77 69
"8033" "USC00505880" 65.2222 -147.1667 292.6 55 44 27 37 111 215 249 256 142 105 88 67
"8034" "USC00505884" 57.8425 -152.4586 39.6 923 929 602 724 856 686 651 581 854 931 715 1210
"8035" "USC00505894" 60.5028 -149.4264 141.1 243 273 131 110 105 86 143 309 451 426 350 311
"8036" "USC00506147" 62.3978 -142.9967 890 27 24 22 34 91 219 300 165 115 56 55 50
"8037" "USC00506581" 64.7581 -147.3253 144.8 51 49 26 36 67 157 233 202 113 99 74 75
"8038" "USC00506777" 61.8 -144.9833 402.3 55 53 23 13 58 126 169 167 154 99 79 81
"8039" "USC00506870" 61.5889 -149.0992 65.8 106 93 68 34 72 123 205 261 250 156 104 128
"8040" "USC00507097" 63.0322 -145.4983 823 84 56 47 47 126 229 272 312 294 166 91 107
"8041" "USC00507141" 57.9578 -136.2214 3.7 1334 1220 1113 918 762 474 657 1043 2010 2378 1792 1370
"8042" "USC00507421" 56.3511 -133.6264 6.1 894 504 571 360 491 252 494 485 1068 1156 845 806
"8043" "USC00507444" 61.4169 -150.0819 48.8 101 111 64 45 75 225 228 271 317 230 112 157
"8044" "USC00507513" 62.6211 -141.0061 576.7 32 33 31 25 89 201 235 201 128 75 66 43
"8045" "USC00507557" 56.2472 -134.6447 3.7 1688 1168 1235 839 805 615 761 1299 2073 2124 1850 1806
"8046" "USC00507570" 60.2036 -154.3164 79.2 81 82 66 49 41 74 133 189 221 150 146 91
"8047" "USC00507738" 60.0503 -148.0672 12.2 1324 1091 930 993 692 475 524 895 1547 1768 1319 1565
"8048" "USC00507780" 70.25 -148.3333 22.9 16 10 14 9 7 40 68 107 62 33 18 20
"8049" "USC00507783" 62.0911 -152.735 566.3 122 107 57 57 39 100 187 203 172 130 120 162
"8050" "USC00508140" 64.4942 -146.9767 207.3 51 41 22 25 79 243 335 234 139 97 62 64
"8051" "USC00508375" 60.1883 -149.6275 125 697 524 516 416 297 210 267 566 843 934 575 896
"8052" "USC00508377" 60.3539 -149.3483 138.4 418 306 224 224 175 187 277 399 645 633 453 530
"8053" "USC00508409" 61.8125 -147.4992 847.3 89 82 41 21 86 272 231 255 176 179 80 115
"8054" "USC00508470" 61.5175 -144.1914 365.8 81 84 37 17 69 78 208 210 201 212 141 169
"8055" "USC00508525" 59.4547 -135.3136 10.7 388 244 285 190 115 175 142 271 527 567 359 410
"8056" "USC00508547" 62.7089 -143.9808 668.1 52 64 46 36 104 203 279 234 208 106 100 78
"8057" "USC00508584" 58.1422 -133.7386 8.8 1676 1427 1352 840 782 521 807 1404 2711 2650 1733 1562
"8058" "USC00508594" 62.0303 -146.6931 704.7 40 28 41 18 51 193 218 143 115 85 70 96
"8059" "USC00508615" 60.4194 -151.1336 54.9 264 142 151 85 109 144 207 352 441 248 241 212
"8060" "USC00508625" 62.5333 -145.5167 597.4 77 81 59 49 88 179 295 223 158 140 113 104
"8061" "USC00508884" 61.9128 -150.0989 45.1 169 83 55 80 95 118 262 335 343 226 140 156
"8062" "USC00508915" 61.7139 -148.9089 167.6 102 84 80 46 90 140 243 306 323 162 126 133
"8063" "USC00508945" 61.8167 -147.55 798.6 67 57 38 21 99 248 279 183 172 90 80 103
"8064" "USC00509313" 63.3519 -143.0422 493.8 34 21 21 17 66 206 218 107 86 60 61 48
"8065" "USC00509385" 61.6511 -145.1703 481.3 102 78 47 20 43 105 188 157 158 127 109 107
"8066" "USC00509460" 59.4356 -151.4136 19.2 726 583 541 561 327 241 159 391 804 674 739 1024
"8067" "USC00509489" 64.8656 -146.9542 184.4 53 44 36 37 94 235 316 249 170 93 81 60
"8068" "USC00509641" 64.8569 -147.8611 144.8 63 41 36 32 64 187 238 212 130 82 64 68
"8069" "USC00509685" 61.1314 -146.2436 18.3 664 479 440 402 311 290 324 605 957 839 755 1041
"8070" "USC00509747" 60.7986 -148.0872 10.7 1604 1143 947 821 676 440 834 1258 1502 1660 1677 1821
"8071" "USC00509790" 61.7067 -149.9978 82.3 117 92 71 83 99 128 215 379 378 297 153 169
"8072" "USC00509793" 64.1539 -145.8894 307.8 41 33 22 31 108 215 289 208 119 65 59 51
"8073" "USC00509829" 60.7764 -148.6858 18.3 2516 1728 1583 1596 1471 1037 1068 1557 2230 2132 1955 2587
"8074" "USC00509861" 61.7481 -150.0542 62.5 186 250 82 77 91 103 218 435 586 276 176 155
"8075" "USC00509869" 67.4192 -150.1069 349.6 92 85 38 58 109 181 243 213 167 82 73 87
"8076" "USC00509891" 64.7803 -147.275 146.3 49 42 34 33 78 184 252 225 121 88 73 67
"8077" "USC00509919" 56.4733 -132.3875 17.1 801 613 609 494 479 429 536 699 1149 1391 1001 920
"8078" "USC00510123" 21.3947 -157.91 235.9 557 430 608 520 312 362 423 347 332 531 685 762
"8079" "USC00510211" 21.3061 -157.8531 6.1 352 273 350 206 128 93 145 108 156 282 349 522
"8080" "USC00510248" 21.3131 -158.1142 3 221 201 174 53 80 36 58 66 71 228 265 329
"8081" "USC00510305" 21.5783 -158.2236 2.1 460 320 313 191 123 77 124 127 157 279 404 472
"8082" "USC00510746" 19.5189 -155.1414 670.6 1774 1617 2332 2481 1727 1718 2085 1922 1842 1953 2352 2199
"8083" "USC00510840" 20.1 -155.4667 140.5 843 630 944 800 536 328 520 397 342 475 756 729
"8084" "USC00511004" 20.7603 -156.2469 2121.4 599 549 765 416 216 138 259 210 238 310 529 745
"8085" "USC00511065" 19.7614 -155.4561 2822.4 253 244 184 163 118 39 200 87 141 126 311 557
"8086" "USC00511086" 20.9233 -156.3403 97.5 509 349 515 425 268 229 314 271 208 329 496 533
"8087" "USC00511125" 20.7947 -156.0153 22.9 777 491 899 711 558 431 594 577 682 728 777 698
"8088" "USC00511303" 19.43 -155.2567 1210.4 931 878 1126 948 641 511 742 672 622 730 1260 1205
"8089" "USC00511856" 20.085 -155.4825 329.2 813 817 1273 1268 645 435 759 631 540 446 862 833
"8090" "USC00511880" 19.6786 -156.0214 9.1 176 128 126 140 91 134 269 130 137 181 102 258
"8091" "USC00511918" 21.3153 -157.9992 0.9 224 201 224 77 72 30 55 51 72 195 252 334
"8092" "USC00512161" 21.9828 -159.6831 243.8 444 191 202 66 134 32 78 123 138 268 313 447
"8093" "USC00512558" 20.5569 -156.575 365.8 248 145 140 91 102 66 103 77 82 145 210 315
"8094" "USC00512568" 19.0653 -155.6781 667.5 385 305 399 319 261 297 356 302 413 423 439 470
"8095" "USC00512595" 19.8583 -155.1608 423.7 1254 1380 2326 1858 1403 1350 2150 1822 1402 1587 2052 1811
"8096" "USC00512679" 20.8906 -156.2128 213.4 941 682 1135 1110 873 697 1040 812 846 722 943 988
"8097" "USC00512802" 19.7508 -155.1361 390.1 1494 1498 2267 2025 1456 1275 1975 1774 1440 1611 2318 1835
"8098" "USC00512896" 21.19 -156.983 9.1 511 411 527 347 228 117 157 185 150 266 415 549
"8099" "USC00512960" 21.3753 -157.8222 277.4 1083 843 1279 1074 839 709 921 879 917 1072 1289 1152
"8100" "USC00512982" 20.0578 -155.4319 396.2 791 839 1379 1196 583 351 908 734 550 548 1063 1196
"8101" "USC00513054" 19.0106 -155.6592 317 415 290 309 159 144 153 266 197 232 279 476 405
"8102" "USC00513099" 22.1297 -159.6586 1097.3 956 726 755 403 279 180 209 236 216 481 715 1020
"8103" "USC00513113" 21.4167 -157.8167 57.9 712 563 732 523 495 423 514 471 572 650 976 849
"8104" "USC00513117" 21.4233 -157.8014 14.6 508 507 622 346 328 217 268 323 368 487 682 634
"8105" "USC00513208" 21.6039 -157.9011 0.9 492 541 678 380 285 253 340 260 414 443 716 650
"8106" "USC00513300" 19.2753 -155.4514 652.3 660 483 657 364 291 198 397 344 454 495 718 727
"8107" "USC00513317" 20.9625 -156.6753 73.2 423 235 419 219 151 110 143 122 91 202 328 458
"8108" "USC00513368" 19.5014 -154.8222 6.1 665 735 766 629 490 437 662 538 741 740 1029 786
"8109" "USC00513376" 19.1444 -155.8494 533.4 296 247 271 237 181 148 298 221 291 277 272 352
"8110" "USC00513461" 20.7872 -156.9911 11.6 245 133 204 95 75 76 60 40 57 130 169 228
"8111" "USC00513541" 21.0872 -157.0225 3.7 283 181 263 98 79 18 12 27 37 123 257 288
"8112" "USC00513910" 20.8611 -156.3828 146.3 358 250 343 237 116 43 75 68 65 129 281 419
"8113" "USC00513911" 19.7281 -156.0589 6.1 184 118 149 59 71 42 57 67 80 88 112 169
"8114" "USC00514080" 19.2922 -155.1417 88.4 646 609 706 374 262 178 226 197 242 440 670 780
"8115" "USC00514272" 22.0025 -159.7547 3 285 164 197 46 94 35 58 57 93 248 256 422
"8116" "USC00514459" 19.9697 -155.2364 301.8 995 1117 1658 1530 918 765 1246 1340 989 987 1624 1475
"8117" "USC00514489" 20.7911 -156.4422 48.8 243 138 164 56 43 2 8 16 9 90 166 273
"8118" "USC00514500" 21.6792 -157.9453 7.6 341 336 386 209 181 158 201 151 250 325 514 504
"8119" "USC00514561" 22.2139 -159.4044 118.9 565 556 723 476 464 365 502 461 442 566 940 796
"8120" "USC00514680" 20.225 -155.7933 164.6 643 436 859 863 534 422 552 546 390 381 687 709
"8121" "USC00514735" 22.0758 -159.7589 11 342 206 224 49 101 33 63 102 76 245 329 387
"8122" "USC00514758" 22.1903 -159.3847 149.4 667 597 797 571 536 432 545 539 493 683 1035 880
"8123" "USC00514765" 19.8297 -155.9845 6.1 194 142 97 59 48 54 38 46 41 56 110 169
"8124" "USC00514806" 20.8931 -156.3031 341.4 764 689 1166 881 542 417 660 581 449 577 791 974
"8125" "USC00514815" 20.0333 -155.35 256 1049 931 1410 1449 838 505 798 667 627 664 1118 1042
"8126" "USC00514829" 21.53 -157.8503 24.7 834 676 731 486 561 383 410 466 543 582 843 910
"8127" "USC00514928" 20.1167 -155.5833 298.7 1011 782 1147 986 655 493 606 528 444 580 799 790
"8128" "USC00514938" 20.1333 -155.5667 91.4 908 604 804 853 520 289 439 356 353 452 613 693
"8129" "USC00515000" 20.7583 -156.3211 944.9 313 253 311 149 133 82 68 107 115 177 256 361
"8130" "USC00515004" 20.7008 -156.3561 923.5 391 233 301 202 197 197 191 148 217 267 339 393
"8131" "USC00515011" 19.5494 -155.3011 1575.8 811 743 1216 1018 637 428 792 743 704 709 1418 1240
"8132" "USC00515275" 20.7894 -156.9486 396.2 247 161 163 86 53 63 44 45 93 139 242 223
"8133" "USC00515286" 20.8292 -156.9203 493.8 312 315 273 200 167 143 152 131 146 281 300 410
"8134" "USC00515330" 19.6667 -155.9667 466.3 353 260 373 417 418 605 532 463 489 479 293 318
"8135" "USC00515408" 20.8547 -156.6489 67.1 382 164 216 98 61 16 26 29 47 126 219 325
"8136" "USC00515715" 20.9594 -156.6505 298.7 617 419 633 483 269 255 340 260 214 321 638 567
"8137" "USC00515758" 21.4783 -158.1964 76.2 296 244 370 107 105 58 53 86 89 246 310 495
"8138" "USC00515761" 19.9742 -155.5481 1164.3 319 254 289 248 152 98 143 137 89 109 232 233
"8139" "USC00515842" 20.6419 -156.44 26.8 275 137 160 73 85 42 63 61 94 156 174 287
"8140" "USC00515864" 21.9189 -159.6278 42.7 323 204 316 114 94 47 72 77 91 250 260 456
"8141" "USC00516082" 22.03 -159.7628 6.1 342 195 256 55 98 48 76 94 96 259 289 464
"8142" "USC00516122" 21.3111 -157.8145 61 593 476 715 545 365 422 490 442 440 556 729 736
"8143" "USC00516128" 21.3331 -157.8025 152.4 1177 928 1395 1408 1010 1187 1527 1297 1119 1280 1519 1378
"8144" "USC00516130" 21.3283 -157.7914 198.1 1161 933 1361 1325 987 981 1300 1157 1006 1179 1532 1275
"8145" "USC00516190" 21.1328 -157.2133 307.2 458 198 547 199 117 79 97 116 61 243 357 436
"8146" "USC00516198" 19.5361 -155.5767 3398.5 227 247 236 198 116 84 239 203 182 153 240 336
"8147" "USC00516270" 20.1011 -155.8325 420.6 258 134 297 80 155 122 70 79 96 91 130 234
"8148" "USC00516304" 19.2069 -155.8817 356.6 274 193 209 191 139 144 229 155 248 231 217 213
"8149" "USC00516395" 21.3478 -157.8911 9.8 372 303 321 224 162 131 169 156 178 311 395 501
"8150" "USC00516588" 19.0647 -155.5886 245.7 537 409 411 319 238 187 357 328 404 467 653 564
"8151" "USC00516850" 22.0331 -159.7406 381 407 246 279 65 105 79 122 128 165 264 346 472
"8152" "USC00516928" 21.3528 -157.8078 307.8 905 693 1080 926 751 654 811 818 842 947 1127 1086
"8153" "USC00516933" 21.3386 -157.8367 125 819 657 735 753 518 580 673 543 679 725 935 1067
"8154" "USC00517000" 20.6617 -156.0442 28 781 529 822 645 523 536 726 672 694 824 864 786
"8155" "USC00517059" 20.8164 -156.6192 9.1 347 182 193 78 62 16 15 18 28 124 209 290
"8156" "USC00517131" 20.0167 -155.2833 131.1 1043 985 1417 1463 919 597 885 810 682 819 1076 1021
"8157" "USC00517166" 19.2706 -155.8747 414.5 276 237 320 263 263 274 357 334 403 359 286 286
"8158" "USC00517204" 20.0833 -155.4333 126.5 912 628 943 880 517 300 503 409 423 465 726 681
"8159" "USC00517312" 20.0386 -155.3683 243.8 966 860 1316 1262 733 390 700 553 452 538 965 913
"8160" "USC00517421" 19.1986 -155.4778 256 742 455 532 312 220 209 356 260 412 568 488 724
"8161" "USC00517437" 19.2036 -155.4858 332.2 566 472 645 373 261 230 347 300 411 485 810 507
"8162" "USC00517540" 21.2806 -157.7336 1.5 360 231 336 168 137 73 120 105 141 220 366 398
"8163" "USC00517566" 20.9069 -156.3742 51.8 395 270 366 291 169 105 156 138 93 218 349 435
"8164" "USC00517656" 21.3733 -157.7856 128 868 589 723 548 418 344 445 404 507 628 842 796
"8165" "USC00517664" 21.3228 -157.7719 287.4 1150 835 1279 1173 859 822 1097 948 838 1042 1373 1191
"8166" "USC00517724" 19.7922 -155.1142 207.3 987 1113 1557 1235 1042 968 1380 1275 1139 1271 1573 1445
"8167" "USC00517810" 21.3447 -157.8058 499.9 1251 966 1498 1392 1070 1203 1453 1298 1190 1343 1590 1492
"8168" "USC00518055" 21.5383 -158.0892 220.1 513 351 350 213 184 79 126 184 132 280 426 574
"8169" "USC00518060" 20.8156 -156.5072 53.6 356 213 218 139 85 18 14 27 25 105 232 326
"8170" "USC00518067" 19.9547 -155.1878 82.3 929 1096 1524 1173 776 709 973 1052 859 847 1572 1221
"8171" "USC00518086" 20.2039 -155.735 149.4 577 428 1015 716 459 371 604 581 502 325 646 709
"8172" "USC00518101" 20.1494 -155.8122 762 658 441 738 568 422 294 548 354 345 317 507 594
"8173" "USC00518165" 22.2181 -159.4828 66.1 691 622 700 620 511 439 577 570 568 663 1004 811
"8174" "USC00518205" 22.0322 -159.6928 487.7 508 296 276 98 158 104 109 185 185 310 328 508
"8175" "USC00518316" 21.3103 -157.8458 103 368 284 380 249 165 141 182 177 163 303 410 457
"8176" "USC00518386" 20.0406 -155.6369 926.6 763 652 692 716 475 408 703 747 470 377 697 503
"8177" "USC00518407" 20.9286 -156.6736 128 437 211 331 230 120 63 81 63 94 175 358 386
